Claim Number,Restaurant Name,Borough Code,Address1,ZIPCODE,GRADE
50036858,ENERGY FUEL,Brooklyn,MYRTLE AVENUE,11205,C
50086375,KENNEDY CHICKEN BURGER & ICE CREAM,Bronx,JEROME AVENUE,10467,A
50042596,KENTA SUSHI BAR,Queens,BELL BLVD,11361,A
50053047,THE FOOTLIGHT,Queens,SENECA AVENUE,11385,A
50085019,BOMBAY GRILL,Brooklyn,BEDFORD AVENUE,11216,A
50044577,BURGER KING,Bronx,EAST  174 STREET,10460,A
50101473,LI GARDEN,Queens,BELL BLVD,11361,N
41398041,21 HOME'S KITCHEN,Manhattan,EAST   21 STREET,10010,B
50045305,DOMINO'S,Manhattan,EAST   14 STREET,10009,A
41133582,BLUESPOON COFFEE,Manhattan,CHAMBERS STREET,10007,A
50081475,TAIM,Manhattan,MAIDEN LANE,10038,A
50048159,STARBUCKS,Manhattan,BROAD STREET,10004,A
50108567,TEXAS CHICKEN AND BURGERS,Brooklyn,CLARKSON AVENUE,11203,N
50073180,MATTO EXPRESS,Manhattan,EAST   40 STREET,10016,A
50083894,MY JARABACOA #1 RESTAURANT,Queens,FRESH POND RD,11385,C
50100025,M TEA,Queens,MAIN ST,11354,A
50034388,SUBWAY,Queens,31ST AVENUE,11370,A
50075159,SUPREME DUMPLING,Queens,SPRINGFIELD BLVD,11364,A
50081533,MELODY LANES,Brooklyn,37 STREET,11232,A
50048787,EL NOEL ECO-CENTER FOR INTEGRATIVE WELLNESS,Brooklyn,CLINTON AVENUE,11238,A
50056461,SAINT ANN'S CAFE RESTAURANT,Bronx,SAINT ANNS AVENUE,10454,B
40744833,"Paper Daisy, C & B Cafe",Manhattan,ST MARKS PLACE,10003,B
50077620,HALAL BROS,Queens,S CONDUIT AVE,11422,A
50084095,HALAL MUSA CHINESE FOOD,Bronx,WESTCHESTER AVENUE,10462,A
41145911,WA LUNG KITCHEN,Manhattan,GRAND STREET,10002,A
40423364,HOLTERMANN'S BAKERY,Staten Island,ARTHUR KILL ROAD,10308,A
50043404,OAXACA TAQUERIA- MURRAY HILL,Manhattan,EAST   33 STREET,10016,P
50009539,BLACKSTONE BAR AND GRILL,Bronx,RIVERDALE AVENUE,10463,A
50072661,NEW PEKING RESTAURANT,Brooklyn,FRANKLIN AVENUE,11225,A
50033400,PALACE ON FULTON,Brooklyn,FULTON STREET,11233,B
40617370,LEXINGTON BAR AND BOOKS,Manhattan,LEXINGTON AVENUE,10021,A
50112548,STARBUCKS PICKUP,Manhattan,UNIVERSITY PLACE,10003,A
50091703,YELLOWSTONE SUSHI,Queens,SELFRIDGE ST,11375,A
50019273,SUBWAY,Manhattan,EAST BROADWAY,10002,A
50032798,GONG CHA,Manhattan,WEST   32 STREET,10001,A
40885478,ROCA TONE SEAFOOD RESTAURANT,Bronx,WHITE PLAINS ROAD,10467,A
41026617,COZY COTTAGE RESTAURANT,Bronx,BOSTON ROAD,10466,A
41117086,SABOR A MEXICO II,Manhattan,EAST   77 STREET,10075,A
50036141,MY BAKERY NY,Brooklyn,7 AVENUE,11220,P
50074193,ESTRELLA BRONX RESTAURANT,Bronx,WEBSTER AVENUE,10457,A
50000695,JOE'S SHANGHAI RESTAURANT,Queens,37TH AVE,11354,A
50039842,DELUXE GREEN BO,Manhattan,BAYARD STREET,10013,B
50002092,LA LAMPARA CAFE,Queens,FLUSHING AVENUE,11378,A
50095176,POKE STATION,Queens,QUEENS BLVD,11375,A
50018577,12 CHAIRS CAFE,Brooklyn,WYTHE AVENUE,11249,A
50002662,POPEYES,Queens,57 AVENUE,11368,A
50071108,EMPANADA MAMA,Manhattan,9 AVENUE,10019,A
40402755,THE UNIVERSITY CLUB,Manhattan,WEST   54 STREET,10019,A
50070225,GUCKENHEIMER@BARCLAYS,Manhattan,7 AVENUE,10019,A
50056632,GFC CAFE 2,Manhattan,EAST   69 STREET,10021,A
50112794,HOTEL 50 BOWERY/CHKARASHI ISSO,Manhattan,BOWERY,10013,N
50040813,FU RUN DONG BEI,Queens,PRINCE STREET,11354,A
50087522,FONTANAS,Brooklyn,RALPH AVENUE,11234,A
50078590,RED MANGO,Queens,188TH ST,11365,B
50036902,POTENTIAL VEGETAL (PV HERBS & VITAMINS) INC,Brooklyn,FLATBUSH AVENUE,11226,A
40957903,STARBUCKS,Queens,NORTHERN BOULEVARD,11377,A
50080780,KOKO WINGS,Manhattan,WEST  106 STREET,10025,A
50080827,EL PATRON RESTAURANT & LOUNGE II,Staten Island,HYLAN BOULEVARD,10305,A
50075209,ROTI PARADISE,Queens,JAMAICA AVE,11428,A
50037340,HAYASHI JAPANESE CUISINE,Brooklyn,OCEAN AVENUE,11235,A
50006350,NEW GYRO KING,Staten Island,FOREST AVENUE,10302,A
41537124,BONCHON,Queens,BELL BOULEVARD,11361,A
40987028,TONG'S CAFE,Queens,MAIN STREET,11355,A
41225718,ROMAN'S,Brooklyn,DEKALB AVENUE,11205,A
41694393,WANG VILLAGE SEAFOOD RESTAURANT,Brooklyn,8 AVENUE,11220,A
40815524,MYTHOS RESTAURANT,Queens,NORTHERN BOULEVARD,11358,A
40483540,WALTER READE THEATER,Manhattan,LINCOLN CENTER PLAZA,10023,A
50071977,DUNKIN DONUTS,Bronx,EAST  138 STREET,10454,A
50016071,GHOROA RESTAURANT,Queens,HILLSIDE AVE,11432,C
50032966,DUNKIN DONUTS,Manhattan,8 AVENUE,10018,A
41368406,DUNKIN DONUTS,Queens,GRAND CENTRAL PARKWAY,11369,A
50095005,ZARO'S FAMILY BAKERY,Manhattan,WEST   34 STREET,10001,A
50010594,CRAFT HOUSE INC,Staten Island,VAN DUZER STREET,10301,A
50018394,HADI RESTAURANT,Brooklyn,CONEY ISLAND AVENUE,11218,B
41582839,SUBWAY,Queens,NORTHERN BOULEVARD,11361,A
50109247,HOURGLASS TAVERN & CAFE,Manhattan,WEST   46 STREET,10036,N
41415201,COUNTRY HEART COOKING,Queens,ROCKAWAY POINT BOULEVARD,11697,A
41074207,SMALLS JAZZ CLUB,Manhattan,WEST   10 STREET,10014,A
41262797,BURGER KING,Queens,HILLSIDE AVENUE,11427,A
50045240,HUNAN BISTRO,Manhattan,3 AVENUE,10003,P
50017631,NEW RED LANTERN,Brooklyn,FORT HAMILTON PARKWAY,11219,C
41178943,GOLDEN PALACE CHINESE RESTAURANT,Bronx,CASTLE HILL AVENUE,10473,Z
40788085,STUDIO CAFE,Manhattan,CHELSEA PIERS,10011,A
41703928,SEL RROSE,Manhattan,DELANCEY STREET,10002,C
50069461,DEEP INDIAN KITCHEN,Manhattan,8 AVENUE,10018,B
40881083,MCDONALD'S,Queens,UNION TURNPIKE,11004,A
50007392,TABOGA,Manhattan,WEST  202 STREET,10034,A
41377321,DEILINE'S RESTAURANT,Bronx,EAST  174 STREET,10472,A
40394258,TOMMASO RESTAURANT,Brooklyn,86 STREET,11228,B
50072506,SAJOMA,Brooklyn,DEKALB AVENUE,11221,A
50015136,BABY'S GRILL AND RESTAURANT,Queens,ROOSEVELT AVENUE,11377,A
41380708,BURGER KING,Bronx,GRAND CONCOURSE,10451,B
41030982,FAT BUDDHA,Manhattan,AVENUE A,10009,A
40700293,HAAGEN-DAZS,Brooklyn,7 AVENUE,11215,A
40369580,EL POTE ESPANOL,Manhattan,2 AVENUE,10016,B
50067555,SABOR GUATEMALTECO,Queens,ROOSEVELT AVE,11368,A
41070673,AMOR KARAOKE & BAR,Queens,ROOSEVELT AVENUE,11372,B
40614489,FRESH MEADOW'S PIZZA & RESTAURANT,Queens,69 AVENUE,11365,A
50052585,CHECKERS,Brooklyn,EMPIRE BOULEVARD,11225,A
50098827,DUNKIN DONUTS,Manhattan,GRAND STREET,10002,A
41720316,EAST MEETS WEST CHINESE RESTAURANT,Queens,CROSS BAY BOULEVARD,11414,A
41425365,THE WING BAR,Brooklyn,SMITH STREET,11231,B
50098815,DAILY GOODS,Manhattan,9 AVENUE,10011,A
41309521,86 NOODLES,Brooklyn,4 AVENUE,11209,A
50081432,AUDREY BAKERY & CAFE,Manhattan,CHATHAM SQUARE,10038,A
50051016,LOVE MAMA,Manhattan,2 AVENUE,10003,B
41708903,F&M CAFE & RESTAURANT,Brooklyn,VAN BRUNT STREET,11231,B
41675807,THE OWL FARM,Brooklyn,9 STREET,11215,A
41552184,"NOM WAH TEA, DIM SUM PARLOR",Manhattan,DOYERS STREET,10013,P
50049169,BAGEL MILL,Manhattan,1 AVENUE,10128,B
50060517,KOTTI BERLINER DONER KEBAB,Brooklyn,36 STREET,11232,A
50055362,DUNKIN DONUTS,Manhattan,8 AVENUE,10018,A
41605185,MERMAID SPORTS BAR,Queens,31 STREET,11106,A
50014517,COSME,Manhattan,EAST   21 STREET,10010,A
50009513,RUSS & DAUGHTERS CAFE,Manhattan,ORCHARD STREET,10002,A
40365120,SOUTH SHORE SWIMMING CLUB,Staten Island,HYLAN BOULEVARD,10309,A
50084174,RICHMOND FAMILY PIZZA,Staten Island,RICHMOND ROAD,10304,A
50051017,NY CAKE POPS,Manhattan,WEST   28 STREET,10001,A
40511696,GEMINI'S LOUNGE,Queens,LIBERTY AVENUE,11417,B
50070677,HIROTO JAPANESE RESTAURANT,Brooklyn,5 AVENUE,11217,A
41632866,CITY CAFE,Manhattan,WEST   43 STREET,10036,C
50014748,COCO FRESH TEA & JUICE,Manhattan,JOHN STREET,10038,A
50050808,SICHUAN CUISINE,Queens,ROOSEVELT AVENUE,11354,P
41699229,SAN MARZANO,Manhattan,2 AVENUE,10003,B
41461629,LOS BALBUENA RESTAURANT,Bronx,RYER AVENUE,10458,B
41634004,MORNING STAR RESTAURANT,Manhattan,9 AVENUE,10019,A
50080448,ATEAZ,Manhattan,2 AVENUE,10028,A
50004097,MITCHELL'S KITCHEN,Brooklyn,PATCHEN AVENUE,11233,A
41448965,UNITED FEDERATION OF TEACHERS,Manhattan,BROADWAY,10004,A
41265530,MING WOK KITCHEN,Queens,A NORTHERN BOULEVARD,11372,A
41543738,NEW DYNASTY,Manhattan,8 AVENUE,10001,A
50105660,YOLIE'S,Brooklyn,CLARENDON ROAD,11203,N
41612260,TROPICAL RESTAURANT,Queens,JAMAICA AVENUE,11421,Z
50071557,SEY COFFEE,Brooklyn,GRATTAN STREET,11206,A
50086391,FIX-U-PLATE,Brooklyn,CLARKSON AVE,11212,A
50061060,TEXAS CHICKEN & BURGERS,Bronx,WESTCHESTER AVENUE,10461,A
40369675,WHITE CASTLE,Queens,QUEENS BOULEVARD,11104,A
50004261,BABY'S ALL RIGHT,Brooklyn,BROADWAY,11211,A
50064836,SUPERMOON BAKEHOUSE,Manhattan,RIVINGTON STREET,10002,A
50096008,THE ALLEY,Manhattan,COOPER SQUARE,10003,A
41433437,NICE PIZZA,Brooklyn,FRANKLIN AVENUE,11238,A
40850055,STAR LITE DELI,Manhattan,WEST   44 STREET,10036,B
50003373,ASTORIA HELLGATE,Queens,DITMARS BOULEVARD,11105,A
50056429,KIM FAI RESTAURANT,Brooklyn,UTICA AVENUE,11234,A
50068986,MCDONALD'S,Brooklyn,FORT HAMILTON PARKWAY,11218,A
50017599,BLEND SALAD AND JUICE BAR,Brooklyn,78 STREET,11228,A
50059563,FULTON ALE HOUSE,Brooklyn,FULTON STREET,11216,A
50047031,TWIN LIN'S GARDEN,Brooklyn,4 AVENUE,11232,A
41644054,SUBWAY,Manhattan,BROADWAY,10033,A
50067600,HUDSON RIVER TRADING,Manhattan,WORLD TRADE CTR,10048,A
50010321,MCDONALD'S,Queens,STEINWAY ST,11103,A
50019011,DUNKIN DONUTS,Queens,QUEENS BLVD,11377,A
50079467,DUSK TIL DAWN BAR & LOUNGE,Brooklyn,KOSCIUSZKO STREET,11221,A
41499313,YI HONG RESTAURANT,Brooklyn,AVENUE L,11236,A
41291746,CARIBE RESTAURANT,Bronx,EAST GUN HILL ROAD,10467,A
50065460,JADE HOUSE,Manhattan,AMSTERDAM AVENUE,10032,A
41040376,THE GRILL HOUSE,Bronx,BRONXDALE AVENUE,10462,A
40584158,GLENDALE BAKESHOP & CAFE,Queens,GRAND AVENUE,11378,A
50070818,MOVE WITH GRACE YOGA AND JUICE BAR,Brooklyn,MYRTLE AVENUE,11205,A
40685858,DEL FRISCO'S STEAKHOUSE,Manhattan,AVENUE OF THE AMERICAS,10036,A
41387239,EL RINCON DE LA VIEJA BAKERY AND RESTAURANT,Queens,BOWNE STREET,11355,B
50074561,AVOCADO SUSHI II,Staten Island,HYLAN BOULEVARD,10305,A
41172734,JUNIOR'S RESTAURANT,Manhattan,BROADWAY,10036,A
41426199,CONTI'S PASTRY SHOPPE,Bronx,MORRIS PARK AVENUE,10462,A
50072797,CATHERINE BAKERY,Queens,127TH ST,11356,A
50065078,MADE IN PUERTO RICO,Bronx,EAST TREMONT AVENUE,10461,B
41629960,NEW KING WAH,Queens,NEWTOWN AVENUE,11102,A
50000479,IFC CENTER,Manhattan,6 AVENUE,10014,A
50067687,BLUESTONE LANE,Manhattan,GREENWICH AVENUE,10014,A
50044676,HEYI XIAOCHI II,Brooklyn,8 AVENUE,11220,A
50045054,CHINA NEW STAR RESTAURANT,Staten Island,FOREST AVENUE,10302,B
41232741,TIO PIO WEST,Manhattan,WEST   36 STREET,10018,A
41491816,DRAGON YUAN,Bronx,MORRIS AVENUE,10451,A
50078524,WHITMANS,Manhattan,HUDSON STREET,10013,A
41480432,GINO'S PIZZA,Manhattan,CATHERINE STREET,10038,A
41038997,DUNKIN & BASKIN ROBBINS,Queens,QUEENS BOULEVARD,11104,A
50047379,THE ROSEMONT,Brooklyn,MONTROSE AVENUE,11206,A
41554963,COLOMBIA RESTAURANT,Brooklyn,5 AVENUE,11215,A
50092490,DONG'S THANKSGIVING CHINESE FOOD,Brooklyn,NOSTRAND AVENUE,11226,A
41456225,PREVITI PIZZA,Manhattan,EAST   41 STREET,10017,A
50056065,BAR 180,Manhattan,BROADWAY,10033,A
50070157,A-POU'S TASTE,Brooklyn,GRAND STREET,11211,B
41177118,KAYLAH'S HUT,Bronx,PROSPECT AVENUE,10455,A
50073724,COM TAM NINH KIEU,Bronx,JEROME AVENUE,10468,A
41262487,MCDONALD'S,Manhattan,BROADWAY,10025,A
50107370,PASTRY WORLD BAKERY,Brooklyn,5 AVENUE,11215,A
41250984,WING WAGON,Brooklyn,FLATBUSH AVENUE,11238,A
41273489,DANY'S PIZZA RESTAURANT,Brooklyn,JAMAICA AVENUE,11208,A
41201799,CHIPOTLE MEXICAN GRILL,Manhattan,6 AVENUE,10036,A
41040475,GRAMERCY ALE HOUSE,Manhattan,3 AVENUE,10010,A
41174287,DUNKIN DONUTS,Queens,FRESH MEADOW LANE,11365,A
41678996,FLAVAS INTERNATIONAL GRILL,Bronx,GERARD AVENUE,10451,C
41706939,TIPSY NOMAD,Manhattan,EAST   28 STREET,10016,A
50038817,"UNCLE LOUIE G’S ITALIAN ICES & ICE CREAM, The Soup Bowl of Park Slope",Brooklyn,7 AVENUE,11215,A
41489751,HUDSON CLEARWATER,Manhattan,HUDSON STREET,10014,A
50077293,STARBUCKS COFFEE,Queens,GRAND AVE,11373,B
50059515,STICKY'S FINGER JOINT,Manhattan,MAIDEN LANE,10038,A
50070032,CROWN HEIGHTS MOZZARELLA,Brooklyn,TROY AVENUE,11213,C
50099497,CAFE 575,Manhattan,5 AVENUE,10017,A
41272088,ANTONIO'S TRATTORIA,Bronx,BELMONT AVENUE,10458,B
50088433,YANKEE TWIN EATERY,Bronx,RIVER AVENUE,10451,A
50038882,MIKES DELI,Brooklyn,4 AVENUE,11209,A
50015344,ROOM SERVICE,Manhattan,9 AVENUE,10036,P
40374088,PONGSRI THAI RESTAURANT,Manhattan,WEST   48 STREET,10036,P
50063160,KISS MY SLICE PIZZA,Manhattan,EAST   57 STREET,10022,B
40626708,LA MIRABELLE RESTAURANT,Manhattan,WEST   86 STREET,10024,A
41574133,TWO8TWO BAR & BURGER,Brooklyn,ATLANTIC AVENUE,11201,A
41712184,CHINESE FAST WOK,Manhattan,7 AVENUE,10011,A
50072570,FRENCHETTE,Manhattan,WEST BROADWAY,10013,A
41417849,STAMATIS RESTAURANT,Queens,23 AVENUE,11105,C
40553443,DISTILLED,Manhattan,WEST BROADWAY,10013,A
50106065,CALAVERAS CORNER,Manhattan,AMSTERDAM AVENUE,10025,Z
41660888,FANTASY BAR AND RESTAURANT,Bronx,EAST TREMONT AVENUE,10453,B
40367005,DA VINCI PIZZA,Brooklyn,18 AVENUE,11204,B
50064405,ILILI BOX,Manhattan,CANAL STREET,10013,A
41394237,GOLDEN CITY CHINESE RESTAURANT,Manhattan,9 AVENUE,10001,A
50013405,WAH YONG KITCHEN,Bronx,WEST  168 STREET,10452,A
41681629,HEAVY WOODS,Brooklyn,WYCKOFF AVENUE,11237,A
50080122,ALEWIFE BREWING COMPANY,Queens,51 AVENUE,11101,B
50001583,GREEK XPRESS,Brooklyn,PROSPECT PARK WEST,11215,B
50086002,HER NAME WAS CARMEN,Manhattan,BROOME STREET,10013,B
50043792,RUNNING COOL RESTAURANT,Bronx,JEROME AVENUE,10453,A
50105027,MARISCOS EL SUBMARINO,Queens,ROOSEVELT AVE,11372,N
50107068,DIMSUM,Queens,ROOSEVELT AVENUE,11354,N
50084228,NUTELLA CAFE,Manhattan,UNIVERSITY PLACE,10003,A
50086014,WESTVILLE BAKERY,Manhattan,EAST    9 STREET,10009,A
50110227,LENNY'S PIZZERIA,Queens,GREENPOINT AVE,11104,N
41702645,TIN CUP CAFE,Brooklyn,4 AVENUE,11232,A
50066069,LITTLE SKIPS EAST,Brooklyn,BROADWAY,11207,A
41149143,LA FOGATA,Brooklyn,GATES AVENUE,11237,A
50008319,POULETTE,Manhattan,9 AVENUE,10019,A
50045592,CAPRI CAKES,Bronx,EAST  149 STREET,10451,A
50100296,NEW KISSENA CHINESE FOOD SHAO,Queens,KISSENA BLVD,11355,A
50049945,NEW SUKI SUSHI,Brooklyn,3 AVENUE,11209,A
50016060,SENN THAI COMFORT FOOD,Manhattan,AMSTERDAM AVENUE,10024,A
50084011,TAQUERIA SANTA FE & GRILL,Queens,ASTORIA BLVD,11369,A
50055553,JAMAICAN COOKSPOT,Manhattan,WEST  116 STREET,10026,A
41481377,MADERA CUBAN GRILL,Queens,VERNON BOULEVARD,11101,A
50014302,LIBERTY KENNEDY FRIED CHICKEN & PIZZA,Queens,LIBERTY AVE,11419,A
41637595,DUNKIN & BASKIN ROBBINS,Bronx,3 AVENUE,10457,A
41360079,FIVE LEAVES,Brooklyn,BEDFORD AVENUE,11222,A
50068746,TONCHIN NEW YORK,Manhattan,WEST   36 STREET,10018,A
50099171,CHINGOO RESTAURANT,Brooklyn,GRAHAM AVENUE,11211,A
41535706,AFGHAN KEBOB HOUSE,Queens,HILLSIDE AVENUE,11004,A
41543866,DALLAS BBQ,Queens,JUNCTION BOULEVARD,11374,A
50058785,AMAZE FUSION & LOUNGE,Manhattan,3 AVENUE,10017,B
41011463,MINI PICANTERIA EL GUAYAQUILENO RESTAURANT,Queens,CORONA AVENUE,11373,A
40530630,NACIONAL BAKERY #1,Bronx,WESTCHESTER AVENUE,10472,A
50062821,DALLAS BBQ,Queens,PARSONS BLVD,11432,A
50061007,STEWARTS,Brooklyn,5 AVENUE,11209,Z
41650869,CHIMU,Brooklyn,UNION AVENUE,11211,B
50054979,EXQUISITO DOMINICAN RESTAURANT,Brooklyn,GATES AVENUE,11237,C
50064079,LE LABO CAFE,Brooklyn,NORTH    6 STREET,11249,P
41224482,SIDE BAR,Manhattan,EAST   15 STREET,10003,P
50018356,BRICKTOWN BAGELS & CAFE,Queens,VERNON BLVD,11101,A
41653049,68 MEI MEI BAKERY,Brooklyn,NEW UTRECHT AVENUE,11214,A
50060597,NU LOOK DELI,Queens,VERNON BOULEVARD,11101,A
50086248,JOE & THE JUICE,Manhattan,BROADWAY,10025,A
50098572,SAVORY,Manhattan,WEST   39 STREET,10018,A
50093846,FOXGLOVE COFEE BK,Brooklyn,THROOP AVENUE,11221,A
50038775,AVANT GARDEN,Manhattan,EAST    7 STREET,10009,A
50106534,MARIE BLACHERE,Manhattan,6 AVENUE,10014,N
50089932,ST. ELIAS,Brooklyn,BROADWAY,11206,A
30112340,WENDY'S,Brooklyn,FLATBUSH AVENUE,11225,A
50005205,DOUBLE DUTCH ESPRESSO,Manhattan,FREDRICK DOUGLAS BOULEVARD,10026,A
40423563,CIRCO PASTRY SHOP,Brooklyn,KNICKERBOCKER AVENUE,11237,A
40931855,FADA,Brooklyn,DRIGGS AVENUE,11211,A
40381595,PIETROS,Manhattan,EAST   43 STREET,10017,A
41320931,RICH VILLAGE RESTAURANT,Brooklyn,7 AVENUE,11220,B
50004933,MEE NOODLE SHOP,Manhattan,1 AVENUE,10003,B
50018573,TURCO,Manhattan,9 AVENUE,10036,B
50040779,WINE:34,Manhattan,EAST   34 STREET,10016,A
50054569,BURGER KING,Bronx,BARTOW AVENUE,10475,A
50000040,D & Y RESTAURANT,Brooklyn,7 AVENUE,11220,A
50032980,TAQUERIA ST MARKS PL,Manhattan,SAINT MARKS PLACE,10003,A
41547117,PICCOLI,Brooklyn,PROSPECT PARK SOUTH WEST,11218,A
50002590,ST BESS RESTAURANT,Bronx,BAYCHESTER AVENUE,10466,C
40596549,POLLOS A LA BRASA MARIO,Queens,BROADWAY,11103,A
50093528,HELLO ALWAYS TEA,Manhattan,EAST    4 STREET,10003,A
50015263,LA POSADA MEXICAN FOOD,Manhattan,3 AVENUE,10016,B
41129343,PINO'S LA FORCHETTA,Brooklyn,7 AVENUE,11215,A
41137586,UJA FEDERATION,Manhattan,EAST   59 STREET,10022,A
50065427,UPTOWN JUICE BAR,Manhattan,7 AVENUE,10039,A
50035784,BIG WONG RESTAURANT,Manhattan,MOTT STREET,10013,B
50033077,BAO BAO CAFE,Manhattan,LEXINGTON AVE,10010,A
50062844,JUNZI KITCHEN,Manhattan,BROADWAY,10025,A
41399360,NEW RONG HANG RESTAURANT,Manhattan,ELDRIDGE STREET,10002,P
41194024,HUMMUS PLACE,Manhattan,AMSTERDAM AVENUE,10023,A
50049322,PREGO'S PIZZA,Bronx,MACE AVENUE,10469,A
50034681,CROWN FRIED CHICKEN,Brooklyn,FULTON STREET,11233,A
50000440,CAFE 28,Manhattan,COLUMBUS CIRCLE,10019,A
40867120,GINO'S PIZZA,Queens,QUEENS BOULEVARD,11377,A
50051839,E NOODLE,Brooklyn,5 AVENUE,11209,C
41710746,BURGERFI,Manhattan,EAST   82 STREET,10028,B
50047854,TAKUMEN,Queens,50TH AVE,11101,A
50093824,Barrel 79,Manhattan,AUDUBON AVENUE,10032,A
41559193,SUBWAY,Manhattan,CHURCH STREET,10007,A
50078821,AZUMMA,Manhattan,CANAL STREET,10013,A
50003236,LITTLE DOKEBI,Brooklyn,DRIGGS AVENUE,11222,A
50012623,SLICK WILLIE,Brooklyn,MESEROLE AVENUE,11222,A
50041253,P & Y COFFEE SHOP,Queens,57TH AVE,11378,A
50084337,AREPA LADY,Queens,37TH AVE,11372,A
50067964,VANILLA CAFE,Queens,JUNCTION BLVD,11368,B
50057848,TRI DIM SHANGHAI,Manhattan,3 AVENUE,10075,A
50071470,PRIMA PIZZA,Bronx,EAST  233 STREET,10466,A
50068012,RIB SHACK,Queens,LINDEN BLVD,11434,B
50053291,HAPPY LEMON,Brooklyn,8 AVENUE,11220,A
41611858,PIZZA KING,Brooklyn,18 AVENUE,11218,B
41306113,HONG KONG KITCHEN,Queens,BROADWAY,11106,A
40383147,IL TOSCANO RISTORANTE,Queens,235 STREET,11363,A
50101777,Mercado Ariana,Staten Island,GIFFORDS LANE,10308,A
50081836,NEW MANDARIN DUCK,Manhattan,8 AVENUE,10019,P
50071103,FRESH & CO,Manhattan,10 AVENUE,10001,A
50113245,STATEN ISLAND DINER,Staten Island,HYLAN BOULEVARD,10305,N
50111584,TIANXIA ASIAN CUISINE,Queens,MAIN ST,11355,N
50063271,TABOULEH,Manhattan,9 AVENUE,10036,A
50047275,HI NOODLE THAI,Brooklyn,GRAHAM AVENUE,11211,A
50084872,FU XING,Bronx,MORRISON AVENUE,10472,A
41110219,MBJ FOOD SERVICE,Queens,THOMPSON AVENUE,11101,A
50034214,BUTCH AND COCO CAFE,Brooklyn,HOWARD AVENUE,11233,A
41389501,PLAY SPORTS BAR,Staten Island,SNEDEN AVENUE,10312,A
50069884,BARZOLA RESTAURANT,Queens,ASTORIA BLVD,11369,A
40909191,TRAILER PARK LOUNGE,Manhattan,WEST   23 STREET,10011,A
50039358,A & P ROTI & PASTRY SHOP,Brooklyn,CHURCH AVENUE,11203,A
40376718,PJ BERNSTEIN DELI & RESTAURANT,Manhattan,THIRD AVENUE,10021,A
50047119,GREAT WALL CHINESE RESTAURNAT,Bronx,EAST  187 STREET,10458,A
50005474,CAMILA'S CAFE,Brooklyn,COLUMBIA STREET,11231,A
50066938,SIMCHA PALACE,Queens,MAIN ST,11367,C
50110043,REEF KITCHEN,Manhattan,CLINTON STREET,10002,N
50106261,HAPPY LAMB,Queens,37TH AVE,11354,A
50056793,ASIAN KABAB & CURRY,Brooklyn,CRESCENT STREET,11208,B
50093518,Thaichella,Manhattan,9 AVENUE,10019,A
41236577,FOOD IN MOTION,Manhattan,SULLIVAN STREET,10012,A
50072660,PROONG NOODLE BAR,Manhattan,1 AVENUE,10010,A
50034497,750 MYRTLE DINER,Brooklyn,MYRTLE AVENUE,11205,A
41118794,TAQUERIA COCOYOC,Brooklyn,WYCKOFF AVENUE,11237,A
50097046,THE ROYAL SEAFOOD BAR,Brooklyn,HAVEMEYER STREET,11211,N
50005669,JAX INN DINER,Queens,NORTHERN BLVD,11372,B
41303343,LENG AUTHENTIC THAI ASIAN,Queens,BROADWAY,11106,A
50043035,SUBWAY,Queens,JAMAICA AVE,11421,A
40638792,MERCER KITCHEN,Manhattan,PRINCE STREET,10012,A
50043127,"OAXACA TAQUERIA, HOYT ST",Brooklyn,HOYT STREET,11201,A
50009675,KINSHIP COFFEE,Queens,STEINWAY ST,11103,A
41418337,NICK'S BISTRO,Queens,METROPOLITAN AVENUE,11375,A
41248228,SUBWAY,Manhattan,2 AVENUE,10065,A
50068567,1.5 DAK GALBI,Queens,NORTHERN BLVD,11358,B
41641062,YO-BURGER,Bronx,RIVERDALE AVENUE,10463,A
41391961,MONKEY BAR,Manhattan,EAST   54 STREET,10022,A
50096254,LA PALAPA TACO BAR,Manhattan,11 AVENUE,10036,A
50045493,GRAND TIER RESTAURANT @ METROPOLITAN OPERA,Manhattan,LINCOLN CENTER PLAZA,10023,A
50066073,EL MORDISCO RESTAURANT & SPORT BAR,Queens,ROOSEVELT AVE,11372,A
40399751,NOODLE PUDDING,Brooklyn,HENRY ST,11201,A
50057181,FAMOUS ORIGINAL RAY'S PIZZA,Manhattan,COLUMBUS AVENUE,10024,A
50091045,PINKBERRY,Manhattan,WEST   32 STREET,10001,A
41641875,SUSANO'S PIZZERIA & RESTAURANT,Queens,SENECA AVENUE,11385,A
50060315,WEI WILLIAMSBURGH,Brooklyn,BORINQUEN PLACE,11211,B
50000449,T.G.I. FRIDAY'S,Manhattan,WEST   46 STREET,10036,A
50101771,CHINA DELIGHT,Brooklyn,5 AVENUE,11232,A
41208272,KAWA SUSHI 8 AVENUE,Manhattan,8 AVENUE,10014,A
41643108,KAI FENG FU DUMPLING HOUSE,Brooklyn,8 AVENUE,11220,A
50007305,MANDELA RESTAURANT,Brooklyn,TROY AVENUE,11213,A
41709692,BERGEN BAGELS,Brooklyn,FULTON STREET,11238,B
50062645,T.G.I. FRIDAY'S,Queens,AUSTIN ST,11375,A
50080220,DOUBLE DRAGON,Bronx,JEROME AVENUE,10468,C
50082836,CHINA KING,Queens,QUEENS BLVD,11375,A
50015981,SHUNDECK RESTAURANT,Brooklyn,86 STREET,11214,A
