Claim Number,Restaurant Name,Borough Code,Address1,ZIPCODE,GRADE
50075728,PAPA JOHN'S,Brooklyn,STANLEY AVENUE,11207,A
50066902,HILTON GARDEN INN,Manhattan,WATER STREET,10004,A
50040391,RIVER DOCK BAR & GRILL,Staten Island,RICHMOND TER,10301,B
50079786,JERUSALEM 2,Brooklyn,18 AVENUE,11204,A
40366396,DESMOND'S TAVERN,Manhattan,PARK AVENUE SOUTH,10016,P
50074677,SAKE JAPANESE CUISINE,Brooklyn,CHURCH AVENUE,11218,A
50051766,GREGORY'S COFFEE,Brooklyn,COURT STREET,11241,A
50087867,DELICIOUS WOK,Queens,SUMMERFIELD ST,11385,A
41537509,SPRITZENHAUS,Brooklyn,GUERNSEY STREET,11222,B
50050745,FAUN,Brooklyn,VANDERBILT AVENUE,11238,A
50084943,PARTNERS COFFEE ROASTER,Brooklyn,WILSON AVENUE,11237,C
50100229,M NOODLE SHOP,Manhattan,RIVINGTON STREET,10002,N
50093979,CAFE FOOD HALL,Manhattan,WEST   34 STREET,10001,A
50071012,TACO EDITION,Brooklyn,GRAND STREET,11211,A
50076141,UNCLE LOUIE G'S ITALIAN ICE,Staten Island,GIFFORDS LANE,10308,A
50000918,CHIPOTLE MEXICAN GRILL,Manhattan,1ST AVENUE,10021,A
41094080,FOOTPRINTS CAFE,Brooklyn,SURF AVENUE,11224,C
40402465,THE UNION LEAGUE CLUB,Manhattan,EAST   37 STREET,10016,A
50007210,BONJOUR CREPES & WINE,Manhattan,LEXINGTON AVENUE,10128,A
41164840,LA TRAVIATA PIZZA,Manhattan,WEST   68 STREET,10023,A
41292582,TACOS PUEBLA RESTAURANT,Bronx,GRAND CONCOURSE,10453,A
50073839,GOPCHANG STORY NY,Manhattan,5 AVENUE,10001,A
50045764,AUNTIE ANNE'S PRETZELS,Manhattan,SOUTH STREET,10004,A
50087052,KOKO SEAFOOD SALAD & GRILL,Manhattan,NAGLE AVENUE,10040,C
41389304,JOHAL DELI,Manhattan,COLUMBUS AVENUE,10025,B
50053105,KENNEDY FRIED CHICKEN,Brooklyn,DEKALB AVENUE,11205,C
50064591,CAMPERDOWN ELM,Brooklyn,7 AVENUE,11215,A
50018149,101 MEAT SHOP,Queens,101ST AVE,11419,B
50046285,ANTICO NOE PANINI LAB,Manhattan,EAST   53 STREET,10022,A
50002583,THE SIMONE,Manhattan,EAST   82 STREET,10028,A
40369641,JOHNNY'S REEF RESTAURANT,Bronx,CITY ISLAND AVENUE,10464,A
50098020,MOISHE'S PLACE,Brooklyn,BEDFORD AVENUE,11205,B
50034706,SUBWAY,Bronx,BAYCHESTER AVENUE,10475,A
50107309,FLAMBE CATERING,Brooklyn,AVENUE A,11236,N
50010805,CAFE AU LEE,Brooklyn,LEE AVENUE,11211,A
41273072,ACE PIZZA,Queens,MYRTLE AVENUE,11385,A
40705070,BLUESTOCKINGS BOOKSTORE CAFE AND ACTIVISM CENTER,Manhattan,ALLEN STREET,10002,A
40515702,STARBUCKS,Manhattan,SPRING STREET,10012,A
50076079,CHINITO LATINO,Manhattan,DYCKMAN STREET,10040,A
50088128,GRILL MASTER BK,Brooklyn,61 STREET,11220,A
50018271,MOONSTRUCK (IN BELLEVUE),Manhattan,1 AVENUE,10016,B
50091598,NO. 1 CHINESE RESTAURANT,Manhattan,WEST  181 STREET,10033,A
50095407,SOHO EATERY,Manhattan,CANAL STREET,10013,A
50003914,NEW JIN XIN RESATURANT,Brooklyn,18 AVENUE,11204,A
50069461,DEEP INDIAN KITCHEN,Manhattan,8 AVENUE,10018,A
50098775,PARTY BUS BAKESHOP,Manhattan,ESSEX STREET,10002,A
50032643,PLAYA BETTY'S,Manhattan,AMSTERDAM AVENUE,10023,A
50091699,OASIS,Brooklyn,BEDFORD AVENUE,11249,N
50071220,KINGS GRILL,Brooklyn,KINGS HIGHWAY,11229,A
41578669,SARAVANA BHAVAN,Manhattan,AMSTERDAM AVENUE,10024,A
50102939,SOUL FOOD TAKE MONEY AFTER HOURS,Staten Island,BAY STREET,10301,A
50084632,E&C DELI RESTAURANT,Queens,WILLETS POINT BLVD,11368,A
50018394,HADI RESTAURANT,Brooklyn,CONEY ISLAND AVENUE,11218,P
50082585,ODDFELLOWS ICE CREAM,Brooklyn,WATER STREET,11201,A
50073325,FRENCHY COFFEE NYC,Manhattan,EAST  102 STREET,10029,A
40676022,TACOS MEXICO,Queens,102 STREET,11368,C
50060083,THE HUDSON BAR ROOM,Manhattan,10 AVENUE,10001,B
50091096,BENARES RESTAURANT,Manhattan,MURRAY STREET,10007,A
50091009,LOT'S O BAGELS,Queens,BROADWAY,11106,A
41169143,NOMAD,Manhattan,2 AVENUE,10003,A
50005081,NEW WOKS KITCHEN,Queens,KISSENA BLVD,11355,A
50013497,KALAMAKI GR,Queens,172ND ST,11358,A
50089961,VAN LEEUWEN ICE CREAM,Manhattan,MACDOUGAL STREET,10012,A
50000473,JUAN BAR,Queens,ROOSEVELT AVE,11368,B
50099766,GO GO CHICKEN,Manhattan,MOTT STREET,10012,A
41549888,SAGGIO RESTAURANT,Manhattan,WEST  181 STREET,10033,A
41579102,BUBBA GUMP SHRIMP CO.,Manhattan,BROADWAY,10036,A
50111802,CINNABON,Queens,QUEENS BLVD,11373,N
50015706,EL RINCONCITO DEL SABOR DOMINICANO,Queens,89TH AVE,11435,A
50003262,NANO,Manhattan,TENTH AVENUE,10036,A
50089640,LOMA RESTAURANT #2,Brooklyn,BROADWAY,11207,A
41636558,JOE'S PIZZA,Manhattan,8 AVENUE,10011,A
50064709,LE FRENCH TART,Brooklyn,5 AVENUE,11215,A
41260089,ASO ROCK LOUNGE AND RESTAURANT,Queens,FARMERS BOULEVARD,11434,A
50088871,KHUN NOO,Queens,SKILLMAN AVE,11377,A
50001456,GOLDEN UNICORN GOURMET,Manhattan,EAST BROADWAY,10002,P
50032861,BOX KITE COFFEE,Manhattan,WEST   72 STREET,10023,A
41049219,KENNEDY CHICKEN AND PIZZA,Bronx,INTERVALE AVENUE,10459,B
40799384,LA PALAPA,Manhattan,ST MARKS PLACE,10003,A
41186217,THE LITTLE OWL,Manhattan,BEDFORD STREET,10014,A
40741534,TAI PAN BAKERY,Queens,MAIN STREET,11354,A
41700297,JULIANA'S PIZZA,Brooklyn,OLD FULTON STREET,11201,A
50047278,ISLAND EXPRESS,Brooklyn,FLATBUSH AVENUE,11226,A
41178691,"HARRY'S CAFE, HARRY'S STEAK",Manhattan,HANOVER SQUARE,10004,A
50088262,BIG CHEESE PIZZA,Bronx,EAST  170 STREET,10452,A
41620203,C.M. COFFEE SHOP,Brooklyn,STANHOPE STREET,11237,A
50063863,BUKOWSKI'S,Queens,GRAND AVE,11378,A
50066222,COFFEE BAR,Manhattan,LIBERTY STREET,10280,A
41721168,PRIMAVERA CAFE,Bronx,EAST FORDHAM ROAD,10458,A
41559082,WOODSIDE PIZZA,Queens,60 STREET,11377,A
41403373,NEW LUEN HING,Bronx,BAILEY AVENUE,10463,B
41700337,TASTE OF LAHORE,Queens,NORTHERN BOULEVARD,11372,A
50060965,CHEF ALESS,Manhattan,2 AVENUE,10029,A
41719663,UNCLE BOON'S,Manhattan,SPRING STREET,10012,A
40601159,PERFECTO PIZZERIA,Manhattan,BROADWAY,10025,A
40384575,WHITE CASTLE,Brooklyn,PENNSYLVANIA AVENUE,11207,A
50074124,MAKITO,Manhattan,WEST   14 STREET,10014,A
50086701,HUNKY DORY,Brooklyn,FRANKLIN AVENUE,11238,A
41111393,LE SOUK,Manhattan,LAGUARDIA PLACE,10012,C
50085069,TRINIDAD ALI'S ROTI SHOP 2,Queens,FRANCIS LEWIS BLVD,11422,A
50044246,FLEET BAKERY,Manhattan,BOWERY,10013,B
50052671,SUNNYSIDE PLAYS,Queens,48TH AVE,11377,A
50074067,SUNSET BAGELS,Brooklyn,5 AVENUE,11209,A
50074844,NEW CHINA MEE,Brooklyn,CHURCH AVENUE,11226,A
50079997,TURNPIKE CAFE,Queens,UNION TPKE,11366,A
50101830,BIRCH COFFEE,Manhattan,BRYANT PARK,10018,A
41594882,LA NOSTRA PIZZERIA,Manhattan,2 AVENUE,10029,A
50068859,NEW CURRY HUT,Manhattan,9 AVENUE,10018,A
40383067,RUSSIAN TURKISH BATHS,Manhattan,EAST   10 STREET,10009,P
40721162,CONTINENTAL LUNCHEONETTE & DELI,Queens,METROPOLITAN AVENUE,11375,A
50046581,CHOCOLATE EXPRESSO BAR,Brooklyn,EASTERN PARKWAY,11213,A
50097703,TAQUERIA EMILIO 2,Bronx,EAST  187 STREET,10458,A
50074779,EL MANABA,Queens,SAINT NICHOLAS AVENUE,11385,A
50045343,FIX-U-PLATE,Brooklyn,ROCKAWAY PARKWAY,11236,A
50038278,TACO REY RESTAURANT #2,Bronx,HUGHES AVENUE,10458,A
40384222,PJ MORANS,Manhattan,EAST   48 STREET,10017,A
50070527,BLACK STONE COFFEE ROASTERS,Manhattan,HUDSON STREET,10014,A
50032991,MI GARBA,Manhattan,4 AVENUE,10003,A
50078897,FRIENDLY'S HOT DOGS,Manhattan,10 AVENUE,10036,A
41650549,LILY REDS,Staten Island,SEGUINE AVENUE,10309,A
50087131,VICTORIA G'S PIZZERIA,Queens,METROPOLITAN AVE,11374,C
50078184,SHILLELAGH TAVERN,Queens,30TH AVE,11103,A
41284205,NINTH STREET ESPRESSO,Manhattan,9 AVENUE,10011,A
50005180,J & B YUMMY PIZZA,Brooklyn,5 AVENUE,11220,A
50016031,ARROGANT SWINE,Brooklyn,MORGAN AVENUE,11237,C
50044024,KOR TOR MOR,Brooklyn,SMITH STREET,11201,A
50110741,BONDI SUSHI,Manhattan,5 AVENUE,10001,A
50079133,ROLLY,Queens,NORTHERN BLVD,11362,A
41551299,FREDDY'S BAR,Brooklyn,5 AVENUE,11215,A
41706325,THE DISTRICT,Manhattan,3 AVENUE,10128,A
40979620,JACKS COFFEE,Manhattan,WEST   10 STREET,10014,A
41353915,G'S HOMESTYLE COOKING,Queens,SUTPHIN BOULEVARD,11435,A
40799210,JOYA,Brooklyn,COURT STREET,11201,C
50082406,BURGER KING,Queens,LIBERTY AVE,11419,A
41071980,CELLINI,Manhattan,EAST   54 STREET,10022,A
50090712,THE FULTON ON PIER 17,Manhattan,SOUTH STREET,10038,A
50034221,AA CHINESE RESTAURANT,Bronx,EAST BURNSIDE AVENUE,10457,B
50077250,CASA CLEMA RESTAURANT & BAR,Bronx,UNIVERSITY AVENUE,10453,A
41563707,PIZZERIA GIOVE,Staten Island,NEW DORP LANE,10306,B
41653951,MARIA'S MEXICAN RESTAURANT,Brooklyn,CONEY ISLAND AVENUE,11230,A
50060041,DOS TOROS TAQUERIA,Manhattan,6 AVENUE,10010,A
50044443,BEST JOY SIANG RESTAURANT,Queens,NATIONAL ST,11368,C
50095788,SHAXIAN 888,Brooklyn,7 AVENUE,11220,A
50069817,STEPHLOVAS CAFE,Brooklyn,UTICA AVENUE,11203,A
50002049,HK BAKERY,Queens,NORTHERN BLVD,11354,B
50090846,BESSOU,Brooklyn,WATER STREET,11201,A
41537509,SPRITZENHAUS,Brooklyn,GUERNSEY STREET,11222,C
50067656,FITOOR,Queens,UNION TPKE,11366,A
50073789,FAMOSA PIZZA,Bronx,EAST  187 STREET,10458,A
40622348,P&S BAKERY RESTAURANT,Brooklyn,UTICA AVENUE,11203,B
50045425,POPEYES,Brooklyn,BRIGHTON BEACH AVENUE,11235,A
50083799,FUJI HIBACHI,Manhattan,WEST   42 STREET,10036,B
50016319,ROYAL ELITE PALACE CATERERS LLC,Queens,GARFIELD AVE,11377,A
50054438,LAN SHENG RESTAURANT,Manhattan,WEST   36 STREET,10018,B
50052206,ROOFTOP LOUNGE,Brooklyn,W 21ST ST,11224,A
50098200,DAILY PROVISIONS,Manhattan,AMSTERDAM AVENUE,10024,N
41265619,GUY R CAFE SNACK CORNER,Queens,GUY R BREWER BOULEVARD,11434,A
41168057,RISTORANTE GRIFONE,Manhattan,EAST   46 STREET,10017,A
50008136,WENDY'S,Manhattan,BROADWAY,10032,A
41679739,FRAME GOURMET EATERY,Manhattan,WEST   33 STREET,10001,B
50075739,LITTLE DUMPLING,Queens,NORTHERN BLVD,11362,A
41707474,AHMANI'S JUS JUICE & HEALTH KITCHEN,Brooklyn,NOSTRAND AVENUE,11226,A
40676022,TACOS MEXICO,Queens,102 STREET,11368,B
50001254,JUICE GENERATION,Manhattan,BROADWAY,10024,A
40697311,STARBUCKS,Manhattan,8 AVENUE,10001,A
50073322,THE CIRCUS SPORTS LOUNGE,Brooklyn,CONEY ISLAND AVENUE,11230,N
50004862,UP THAI,Manhattan,2 AVENUE,10021,B
50083711,CHICK-FIL-A,Staten Island,RICHMOND AVENUE,10314,A
50058678,LOKAL,Manhattan,COLUMBUS AVENUE,10024,A
41699506,"BIENESTAR Y SALUD, HERBALIFE",Queens,CASE STREET,11373,A
50057426,DENNY'S,Queens,NORTHERN BLVD,11372,A
50009062,LTAUHA RESTAURANT,Queens,MYRTLE AVE,11385,A
50094385,FYAH BUN CREATIVE,Manhattan,EAST   48 STREET,10017,N
50058045,POST,Manhattan,AVENUE B,10009,A
41708795,TEA CUP CAFE,Queens,WOODSIDE AVENUE,11373,B
50004337,PANINI LA CAFE,Brooklyn,LEE AVENUE,11211,A
41273461,WATEREDGE CAFE,Staten Island,RICHMOND TERRACE,10301,B
41154087,CHRISTOS STEAKHOUSE,Queens,23 AVENUE,11105,A
50069957,CELESTINE RESTAURANT,Brooklyn,JOHN STREET,11201,B
41064849,LUCKY JACK'S,Manhattan,ORCHARD STREET,10002,A
50071639,Romanoff Restaurant,Brooklyn,CONEY ISLAND AVENUE,11235,A
50066911,CAFE WATER,Manhattan,WATER STREET,10005,B
50081562,HAHA! DELI,Queens,ROCKAWAY BLVD,11434,C
50004244,ANALOGUE,Manhattan,WEST    8 STREET,10011,A
50088887,WISE,Brooklyn,NEPTUNE AVENUE,11235,A
50096857,MISS AMERICAN PIE,Brooklyn,5 AVENUE,11217,A
50081779,CHIRP,Manhattan,WEST   34 STREET,10001,A
40391714,WHITE CASTLE,Queens,NORTHERN BOULEVARD,11372,A
41096340,CARVEL,Brooklyn,5 AVENUE,11209,A
50012109,RAVAGH PERSIAN GRILL,Manhattan,1 AVENUE,10065,B
41629011,METROPOLITAN MUSEUM ROOF TOP GARDEN CAFE,Manhattan,5 AVENUE,10028,A
41107780,LOS RANCHEROS,Queens,JAMAICA AVENUE,11432,A
41565555,HARVEST KITCHEN,Manhattan,COLUMBUS AVENUE,10023,A
50103437,NEW SIU'S KITCHEN INC,Brooklyn,CHURCH AVENUE,11203,Z
50077594,HAPPY DAYS DINER,Brooklyn,MONTAGUE STREET,11201,C
50110300,RED STAR BBQ,Brooklyn,6 AVENUE,11220,N
50000551,WOLFNIGHTS,Manhattan,RIVINGTON STREET,10002,B
50083344,RICO CHIMI,Queens,ATLANTIC AVE,11421,A
50014229,AINSWORTH MIDTOWN,Manhattan,EAST   33 STREET,10016,C
41641642,TASTY HAND-PULLED NOODLES,Manhattan,DOYERS STREET,10013,B
41497089,EL NUEVO TAINO,Manhattan,AMSTERDAM AVENUE,10032,A
41645205,KILO,Manhattan,9 AVENUE,10019,A
41565544,TANDOOR & CO,Queens,QUEENS BOULEVARD,11374,A
41086054,COCK'S BAJAN RESTAURANT,Brooklyn,NOSTRAND AVENUE,11216,B
50087356,PROOF COFFEE ROASTERS,Manhattan,EAST   27 STREET,10016,A
40884510,JAVA GIRL,Manhattan,EAST   66 STREET,10065,A
41314548,THINK COFFEE,Manhattan,BLEECKER STREET,10012,A
40891377,MUG-Z'S SPORTS BAR,Bronx,ARTHUR AVENUE,10458,A
50001820,STARBUCKS,Queens,JFK AIRPORT,11430,A
50095143,JOONG KOOG JIP,Queens,NORTHERN BOULEVARD,11361,A
50018922,YO SUSHI,Manhattan,3 AVENUE,10003,A
41280792,JOHNNY UTAHS,Manhattan,WEST   51 STREET,10019,A
50070471,MCDONALD'S,Manhattan,WEST  125 STREET,10027,A
50102481,BAGELS ON THE AVE,Queens,30TH AVE,11103,A
40617746,SARABETH'S,Manhattan,AMSTERDAM AVENUE,10024,A
50008684,LIZZMONADE,Brooklyn,BROOKLYN BRIDGE PARK,11201,B
40656594,RIVERDALE STEAK HOUSE,Bronx,RIVERDALE AVENUE,10471,A
41156430,HILTON GARDEN INN,Queens,134 STREET,11430,A
41559459,FLOR DE BROADWAY RESTAURANT,Manhattan,BROADWAY,10031,A
50065595,SOLID STATE,Queens,ROOSEVELT AVE,11377,A
41569904,SWAGAT,Manhattan,AMSTERDAM AVENUE,10024,A
50060017,TROPICAL JADE 2,Queens,LIBERTY AVE,11419,A
41696014,NOISETTE CAFE,Queens,STEINWAY STREET,11103,P
50074992,HOOD RESTAURANT LLC,Queens,LIBERTY AVE,11419,A
50086933,Mochiron Izakaya,Queens,30TH AVE,11103,A
50007605,GATO,Manhattan,LAFAYETTE STREET,10012,A
50077538,A LIVE KITCHEN,Queens,MERRICK BLVD,11413,A
50000884,PIC UP STIX,Manhattan,LEXINGTON AVENUE,10128,A
50009304,STAR BILLIARDS,Bronx,WESTCHESTER AVENUE,10472,A
50003490,THE SMOKE HOUSE,Queens,LINDEN BLVD,11412,A
41324599,PHILLIP MORRIS INTERNATIONAL,Manhattan,PARK AVENUE,10017,A
41721692,KENNEDY FRIED CHICKEN,Bronx,ARCHER STREET,10460,A
50097274,YUMI DELICACIES INC,Brooklyn,FORT HAMILTON PARKWAY,11219,B
40393488,BELLA NAPOLI,Manhattan,MADISON AVENUE,10016,A
50070482,BACICCIA RESTAURANT,Brooklyn,7 AVENUE,11215,A
50002138,IL GATTOPARDO,Manhattan,WEST 54TH STREET,10019,A
50036814,PIPO'S RESTAURANT,Manhattan,EAST  118 STREET,10035,A
41172921,BODY BY BROOKLYN,Brooklyn,PARK AVENUE,11205,A
50075024,CHUAN ZHU REN,Queens,41ST AVE,11355,P
50011935,MANUEL E RESTAURANT,Queens,CORONA AVE,11368,P
50073091,EM VIETNAMESE,Brooklyn,86 STREET,11214,A
41562672,DUNKIN & BASKIN ROBBINS,Queens,JAMAICA AVENUE,11432,A
50005585,BUFFALO WILD WINGS,Manhattan,WEST   47 STREET,10036,A
50032853,VINNY'S LUNCHBOX,Brooklyn,AVENUE U,11223,C
41516689,THE JUICE BAR,Staten Island,RICHMOND AVENUE,10314,A
50089806,SUSHI OF GARI TRIBECA,Manhattan,WEST BROADWAY,10013,A
50064472,OLD COUNTRY COFFEE,Manhattan,WEST   34 STREET,10001,A
40839319,MAIMONIDES PARK CONCESSION STAND 130,Brooklyn,SURF AVENUE,11224,A
50004593,THE LANGHAM,Manhattan,5 AVENUE,10018,A
50090708,POPEYES,Manhattan,BROADWAY,10025,A
41109275,LITTLE CUPCAKE BAKE SHOP,Brooklyn,3 AVENUE,11209,A
50002478,VILLA TAPIA RESTAURANT,Bronx,BROOK AVENUE,10454,Z
50057614,TRAPIZZINO,Manhattan,ORCHARD STREET,10002,A
50112315,WONDER WORLD NUTRITION,Queens,CORONA AVE,11368,A
50079668,FITRITION,Queens,STEINWAY ST,11103,C
50049169,BAGEL MILL,Manhattan,1 AVENUE,10128,Z
50092231,AMBROSIA ELIXIRS,Brooklyn,DRIGGS AVE,11211,A
50072968,NEW KAM LAI,Manhattan,AMSTERDAM AVENUE,10025,A
50007098,MANAA SOULFOOD RESTAURANT,Brooklyn,ROCKAWAY AVENUE,11212,C
50075669,SUGAR BOY BAKERY II,Bronx,BROADWAY,10463,A
41144858,CAMP,Brooklyn,SMITH STREET,11201,A
41069770,PASTICCERIA BRUNO OF GREENWICH VILLAGE,Staten Island,HYLAN BOULEVARD,10305,A
50059082,M.I.A. MADE IN ASTORIA,Queens,21ST ST,11102,A
50092255,CAFE PARIS,Queens,JFK AIRPORT,11430,A
50012743,JAY'S QUICK BITES,Brooklyn,FLATBUSH AVENUE,11234,Z
50018738,KISS MY SLICE,Manhattan,WEST   40 STREET,10018,A
50095083,THE SCREEN DOOR,Brooklyn,DRIGGS AVENUE,11222,A
40895769,EAT-A-BAGEL (ANDREW J. BARBERI FERRY),Manhattan,WHITEHALL FERRY TERMINAL,10004,A
40933080,LUIGI'S PIZZA,Queens,ATLANTIC AVENUE,11416,A
50000150,TASZO COFFEE,Manhattan,EDWARD M MORGAN PLACE,10032,A
50079098,"RBQ BAR, RESTAURANT AND MARKET",Queens,ROCKAWAY BEACH BLVD,11693,B
50009624,NUM PANG SANDWICH SHOP,Manhattan,LIBERTY STREET,10280,A
50014114,OLIVE GARDEN,Bronx,BAYCHESTER AVENUE,10475,A
50103991,LAZZARO,Manhattan,TRINITY PLACE,10006,N
50091093,FULTON HOT DOG KING,Brooklyn,FULTON STREET,11201,A
41389304,JOHAL DELI,Manhattan,COLUMBUS AVENUE,10025,A
40362264,P & S DELI GROCERY,Manhattan,COLUMBUS AVENUE,10025,A
40550548,GOODY'S BBQ,Queens,AMSTEL BOULEVARD,11692,A
50072202,GOLDEN RICH,Brooklyn,8 AVENUE,11232,A
41529148,THE ORIGINAL VINCENT'S ESTABLISH 1904,Manhattan,MOTT STREET,10013,A
41603186,BRUNO'S RESTAURANT,Queens,CROSSBAY BOULEVARD,11414,A
50102008,CONEY SHACK,Manhattan,WEST   52 STREET,10019,A
50065286,NANA'S BISTRO & CATERING,Queens,JAMAICA AVENUE,11423,A
41332853,MARIO'S SNACK SHOP,Bronx,TELLER AVENUE,10456,A
50003492,UNIQUE BAKERY,Brooklyn,FORT HAMILTON PARKWAY,11219,A
50001601,LYNX LOUNGE,Queens,LIBERTY AVENUE,11417,A
50001580,CIRO PIZZA CAFE,Staten Island,HUGUENOT AVENUE,10312,A
50017218,TSOB-TSOBE CAFE LOUNGE BAR,Brooklyn,CONEY ISLAND AVENUE,11235,A
50000942,HOT BAGELS,Brooklyn,ROCKAWAY PARKWAY,11236,A
50016804,LUCKY VEGETARIAN,Brooklyn,8 AVENUE,11220,A
41618871,TESTO,Brooklyn,LEONARD STREET,11206,A
50058620,ANGELINA'S KITCHEN,Staten Island,MARSH AVENUE,10314,A
50008413,CLOUD M,Manhattan,WEST   50 STREET,10019,A
50041121,NEW LAN KING RESTAURANT,Brooklyn,EAST   16 STREET,11229,P
50046060,IL MATTONE,Manhattan,BEACH STREET,10013,A
41334807,2 BROS PIZZA,Manhattan,ST MARKS PLACE,10003,A
50087906,CASA DEL TORO,Manhattan,10TH AVE,10036,A
41680423,AUNTIE ANNE'S PRETZELS,Brooklyn,ATLANTIC AVENUE,11217,A
40380660,BURRITO LOCO,Manhattan,WEST    4 STREET,10014,A
50035551,DRINK,Brooklyn,FRANKLIN AVENUE,11238,A
50078255,THAI GARDEN,Brooklyn,86 STREET,11223,A
50065270,CHINA STAR,Bronx,JEROME AVENUE,10453,B
50051436,GERSI,Brooklyn,COURT STREET,11231,A
40856342,NICKY'S JAMAICAN CUISINE,Brooklyn,EAST   80 STREET,11236,A
40397791,PYRAMID,Manhattan,AVENUE A,10009,A
41277845,SUBWAY,Queens,JAMAICA AVENUE,11426,A
50089342,REGAL CINEMAS ESSEX CROSSING,Manhattan,DELANCEY STREET,10002,A
50044601,GARDEN MARKET,Manhattan,PENN PLZ,10121,A
50075656,SETSUGEKKA,Manhattan,EAST    7 STREET,10003,A
50072826,EL KAYAM COFFEE HOOKAH LOUNGE,Queens,STEINWAY ST,11103,C
41427508,KING OF TANDOOR,Brooklyn,FLATBUSH AVENUE,11225,A
50079125,VALERIO JUICE BAR,Queens,COLLEGE POINT BLVD,11356,A
40813634,QUEEN OF SHEBA ETHIOPIAN RESTAURANT,Manhattan,10 AVENUE,10036,A
41231878,IL BRIGANTE,Manhattan,FRONT STREET,10038,A
50015881,TREMONT PIZZA,Bronx,EAST TREMONT AVENUE,10460,A
41673493,DEGREZIA,Manhattan,EAST   50 STREET,10022,A
41717895,LOON CHUAN RESTAURANT,Staten Island,PAGE AVENUE,10309,A
50018264,Legends Bar & Restaurant,Bronx,EAST  172 STREET,10472,A
50033480,ELEVEN36,Brooklyn,PRESIDENT STREET,11225,B
50054690,NEW YORK CHAN CHINESE RESTAURANT,Brooklyn,NEW LOTS AVENUE,11207,A
50106390,ESTRELLA DEL MAR,Queens,SENECA AVENUE,11385,N
41644418,BAGEL BIN,Queens,JAMAICA AVENUE,11421,A
50103207,HUNGRY GHOST,Brooklyn,BEDFORD AVENUE,11211,A
41009364,LIMA RESTAURANT,Brooklyn,EMMONS AVENUE,11235,A
50042084,FIVE LOAVES AND TWO FISHES,Queens,BROADWAY,11373,C
41462262,RUCHI INDIAN CUISINE,Manhattan,CEDAR STREET,10006,B
40366961,MITCHELL'S RESTAURANT,Brooklyn,VANDERBILT AVENUE,11238,B
50002594,STARBUCKS,Brooklyn,FLATBUSH AVENUE,11238,A
50064277,FOOD KING CHINESE RESTAURANT,Manhattan,10 AVENUE,10019,A
41623743,EL AGUILA,Manhattan,LEXINGTON AVENUE,10029,B
50093796,TASTE NY BISTRO,Manhattan,WEST   34 STREET,10001,A
41450085,VINNY VINCENZ,Manhattan,1 AVENUE,10003,A
50062530,MARKET CRATES,Manhattan,WEST   35 STREET,10001,A
50074468,PRONTO RESTAURANT,Queens,METROPOLITAN AVE,11385,A
50091764,NEW CITY BILLIARDS & CAFE,Queens,50TH ST,11377,C
50088236,Nuan Xin Rice Roll,Brooklyn,8TH AVE,11220,A
50012857,SUSHI MAMBO,Manhattan,WEST  202 STREET,10034,A
50085350,"HONEST RESTAURANT, KWALITY ICE CREAM",Queens,HILLSIDE AVE,11004,A
50103503,VESUVIO BAKERY,Manhattan,PRINCE STREET,10012,A
41436770,PIZZA HAVEN,Manhattan,BROADWAY,10034,A
50051603,NINJA JAPAN TERIYAKI,Queens,JAMAICA AVE,11421,A
41575487,FRANK'S TRATTORIA,Manhattan,1 AVENUE,10010,A
50043393,TONY'S PIZZERIA,Brooklyn,NASSAU AVENUE,11222,B
41582631,TINY'S AND THE BAR UPSTAIRS,Manhattan,WEST BROADWAY,10013,A
50044055,LA CARIDAD 78 RESTAURANT,Manhattan,BROADWAY,10024,B
50071440,Mitad Del Mundo Bar Restaurant,Queens,ROOSEVELT AVE,11368,C
50077401,CENTRE PIZZA,Manhattan,2 AVENUE,10075,A
50013879,K RICO,Manhattan,9 AVENUE,10019,C
50008068,NEW GARDEN,Brooklyn,13 AVENUE,11228,A
50099626,I MILKY,Manhattan,6 AVENUE,10018,A
41075406,THE GAVEL GRILL,Staten Island,HYATT STREET,10301,B
41046492,CAFE EXCHANGE,Manhattan,BROADWAY,10006,C
50033105,BANGKOK CUISINE,Manhattan,2 AVENUE,10028,B
40813992,ACQUISTA TRATTORIA,Queens,UNION TURNPIKE,11366,A
50016610,CROWN FRIED CHICKEN,Brooklyn,CONDUIT BOULEVARD,11208,A
50010039,HUNAN CHEN'S KITCHEN,Manhattan,COLUMBUS AVENUE,10025,B
41575062,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Bronx,WHITE PLAINS ROAD,10466,A
40946043,KAM TUNG RESTAURANT,Queens,BEACH  116 STREET,11694,A
50084614,CAFE - BAR LAIKA,Brooklyn,GREENE AVENUE,11238,A
50053609,COLD STONE CREAMERY,Manhattan,WEST   42 STREET,10036,C
50068175,SUGARCANE RAW BAR GRILL,Brooklyn,WATER STREET,11201,A
50066506,GUACAMOLE,Manhattan,AMSTERDAM AVENUE,10025,A
41010271,MINCA RAMEN FACTORY,Manhattan,EAST    5 STREET,10009,A
50093562,WESTSIDE 57 RESTAURANT,Manhattan,10 AVENUE,10019,A
50067914,Boyce Technologies Inc.,Queens,PEARSON PL,11101,A
50040547,KITCHEN GRILL,Brooklyn,FULTON STREET,11238,A
40964100,EL REY DE LOS TACOS,Queens,43 AVENUE,11377,A
